Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
371,60,NA,8121,Gilbert,Norm,1Fam,2Story,5,2000,2000,Gable,0,0,953,953,GasA,Y,953,711,1664,0,0,2,1,TA,7,1,2,460,1,2006,WD,Normal,172400
372,50,80,17120,ClearCr,Feedr,1Fam,1.5Fin,4,1959,1959,Gable,0,0,0,0,GasA,Y,1120,468,1588,0,0,2,0,TA,7,1,2,680,7,2008,WD,Normal,134432
373,120,50,7175,SawyerW,Norm,TwnhsE,1Story,5,1984,1984,Gable,0,623,0,744,GasA,Y,752,0,752,1,0,1,0,TA,4,0,1,264,2,2010,WD,Normal,125000
374,20,79,10634,NAmes,Norm,1Fam,1Story,6,1953,1953,Gable,0,428,0,608,GasA,Y,1319,0,1319,1,0,1,0,TA,5,0,1,270,11,2009,WD,Normal,123000
375,60,65,8200,CollgCr,Norm,1Fam,2Story,5,2003,2004,Gable,0,0,847,847,GasA,Y,847,1081,1928,0,0,2,1,Gd,8,1,2,434,7,2007,WD,Normal,219500
376,30,NA,10020,Edwards,Norm,1Fam,1Story,1,1922,1950,Gable,0,350,333,683,GasA,N,904,0,904,1,0,0,1,Fa,4,0,0,0,3,2009,WD,Normal,61000
377,85,57,8846,CollgCr,Norm,1Fam,SFoyer,5,1996,1996,Gable,0,298,572,870,GasA,Y,914,0,914,0,0,1,0,TA,5,0,2,576,7,2006,WD,Normal,148000
378,60,102,11143,Somerst,Norm,1Fam,2Story,5,2004,2005,Gable,0,0,1580,1580,GasA,Y,1580,886,2466,0,0,3,0,Gd,8,1,2,610,12,2007,WD,Normal,340000
379,20,88,11394,StoneBr,Norm,1Fam,1Story,2,2010,2010,Hip,350,1445,411,1856,GasA,Y,1856,0,1856,1,0,1,1,Ex,8,1,3,834,6,2010,New,Partial,394432
380,60,60,8123,Gilbert,RRAn,1Fam,2Story,5,2000,2000,Gable,16,0,982,982,GasA,Y,1007,793,1800,0,0,2,1,TA,7,1,2,463,6,2009,WD,Normal,179000
381,50,50,5000,SWISU,Norm,1Fam,1.5Fin,6,1924,1950,Gable,0,218,808,1026,GasA,Y,1026,665,1691,0,0,2,0,Gd,6,1,1,308,5,2010,WD,Normal,127000
382,20,60,7200,Somerst,Norm,1Fam,1Story,5,2006,2006,Gable,0,0,1293,1293,GasA,Y,1301,0,1301,1,0,2,0,Gd,5,1,2,572,8,2006,New,Partial,187750
383,60,79,9245,CollgCr,Norm,1Fam,2Story,5,2006,2006,Gable,0,0,939,939,GasA,Y,939,858,1797,0,0,2,1,Gd,8,0,2,639,4,2007,WD,Normal,213500
384,45,60,9000,SawyerW,Norm,1Fam,1.5Unf,3,1928,1950,Gable,0,0,784,784,GasA,N,784,0,784,0,0,1,0,TA,5,0,2,360,10,2009,WD,Normal,76000
385,60,NA,53107,ClearCr,Feedr,1Fam,2Story,5,1992,1992,Gable,0,985,595,1580,GasA,Y,1079,874,1953,1,0,2,1,Gd,9,2,2,501,6,2007,WD,Normal,240000
386,120,43,3182,Blmngtn,Norm,TwnhsE,1Story,5,2004,2005,Gable,16,24,1232,1256,GasA,Y,1269,0,1269,0,0,2,0,Gd,6,1,2,430,4,2010,WD,Normal,192000
387,50,58,8410,Edwards,Feedr,1Fam,1.5Fin,3,1910,1996,Gambrel,0,0,658,658,GasA,Y,658,526,1184,0,0,1,0,TA,8,0,0,0,5,2006,WD,AdjLand,81000
388,80,72,7200,Edwards,Norm,1Fam,SLvl,6,1976,1976,Hip,255,631,410,1041,GasA,Y,1125,0,1125,1,0,1,0,TA,6,1,1,352,10,2009,WD,Abnorml,125000
389,20,93,9382,CollgCr,Norm,1Fam,1Story,5,1999,2000,Gable,125,0,1468,1468,GasA,Y,1479,0,1479,0,0,2,0,Gd,6,0,2,577,7,2008,WD,Normal,191000
390,60,96,12474,NridgHt,Norm,1Fam,2Story,5,2007,2008,Gable,272,1280,402,1682,GasA,Y,1742,590,2332,1,0,2,1,Ex,9,1,3,846,8,2008,New,Partial,426000
391,50,50,8405,Edwards,Norm,1Fam,1.5Fin,8,1900,1950,Gable,0,241,229,861,GasA,Y,961,406,1367,1,0,1,0,TA,7,0,1,384,4,2008,WD,Normal,119000
392,60,71,12209,Mitchel,Norm,1Fam,2Story,5,2001,2002,Gable,0,690,114,804,GasA,Y,804,1157,1961,1,0,2,1,Gd,7,1,2,560,6,2009,WD,Normal,215000
393,20,NA,8339,NAmes,Norm,1Fam,1Story,7,1959,1959,Gable,0,0,0,0,GasA,Y,882,0,882,0,0,1,0,TA,5,0,1,294,7,2007,WD,Normal,106500
394,30,NA,7446,BrkSide,Feedr,1Fam,1Story,5,1941,1950,Gable,0,266,522,788,GasA,Y,788,0,788,0,0,1,0,TA,4,2,0,0,4,2006,WD,Abnorml,100000
395,50,60,10134,OldTown,Norm,1Fam,1.5Fin,6,1940,1950,Gable,0,0,735,735,GasA,Y,735,299,1034,0,0,1,0,TA,5,0,1,240,7,2007,WD,Normal,109000
396,20,68,9571,Edwards,Norm,1Fam,1Story,6,1956,1956,Gable,0,739,405,1144,GasA,Y,1144,0,1144,1,0,1,0,TA,6,0,1,596,6,2010,WD,Normal,129000
397,20,60,7200,CollgCr,Norm,1Fam,1Story,5,1972,1972,Hip,0,777,117,894,GasA,Y,894,0,894,0,0,1,0,TA,6,0,2,600,9,2009,WD,Normal,123000
398,60,69,7590,NAmes,PosN,1Fam,2Story,5,1962,1962,Gable,288,540,324,864,GasA,Y,876,936,1812,0,0,2,0,TA,8,1,1,264,7,2007,WD,Normal,169500
399,30,60,8967,IDOTRR,Norm,1Fam,1Story,2,1920,1950,Gable,0,0,961,961,GasA,Y,1077,0,1077,0,0,1,0,TA,6,0,1,338,11,2007,WD,Abnorml,67000
400,60,65,8125,Somerst,Norm,1Fam,2Story,5,2006,2007,Gable,100,812,280,1092,GasA,Y,1112,438,1550,1,0,2,0,Gd,7,0,2,438,10,2009,WD,Normal,241000
401,120,38,14963,Veenker,Norm,TwnhsE,1Story,5,1996,1996,Gable,0,786,474,1260,GasA,Y,1288,0,1288,1,0,1,1,Ex,4,2,2,500,12,2008,WD,Normal,245500
402,20,65,8767,CollgCr,Norm,1Fam,1Story,5,2005,2005,Gable,0,24,1286,1310,GasA,Y,1310,0,1310,0,0,2,0,Gd,6,1,2,400,7,2006,New,Partial,164990
403,30,60,10200,Sawyer,Norm,1Fam,1Story,8,1940,1997,Gable,0,0,672,672,GasA,Y,672,0,672,0,0,1,0,TA,4,0,1,240,8,2008,WD,Normal,108000
404,60,93,12090,NoRidge,Norm,1Fam,2Story,5,1998,1998,Hip,650,0,1141,1141,GasA,Y,1165,1098,2263,0,0,2,1,Gd,10,1,2,420,7,2006,WD,Abnorml,258000
405,60,NA,10364,Gilbert,Norm,1Fam,2Story,5,1995,1996,Gable,0,0,806,806,GasA,Y,806,766,1572,0,0,2,1,TA,7,1,2,373,5,2007,WD,Normal,168000
406,20,NA,9991,Sawyer,Feedr,1Fam,1Story,4,1976,1993,Gable,0,1116,165,1281,GasA,Y,1620,0,1620,1,0,2,0,TA,8,1,2,490,6,2009,WD,Normal,150000
407,50,51,10480,SWISU,Norm,1Fam,1.5Fin,5,1936,1950,Gable,0,0,1064,1064,GasA,Y,1166,0,1639,0,0,1,0,TA,6,0,1,240,3,2008,WD,Normal,115000
408,70,63,15576,Crawfor,Norm,1Fam,2Story,7,1915,1976,Gable,0,0,840,840,GasA,Y,840,840,1680,0,0,2,0,TA,8,0,1,308,3,2008,WD,Normal,177000
409,60,109,14154,NridgHt,Norm,1Fam,2Story,5,2006,2006,Gable,350,0,1063,1063,GasA,Y,1071,1101,2172,0,0,2,1,Gd,9,1,3,947,8,2007,New,Partial,280000
410,60,85,10800,Somerst,Norm,1Fam,2Story,5,2007,2008,Gable,100,789,245,1034,GasA,Y,1050,1028,2078,1,0,2,1,Ex,8,1,3,836,4,2008,New,Partial,339750
411,20,68,9571,Edwards,Norm,1Fam,1Story,3,1958,1958,Gable,0,0,1276,1276,GasA,Y,1276,0,1276,0,0,1,0,TA,5,0,1,350,6,2009,COD,Abnorml,60000
412,190,100,34650,Gilbert,Norm,2fmCon,1Story,5,1955,1955,Hip,0,1056,0,1056,GasA,N,1056,0,1056,1,0,1,0,TA,5,0,2,572,1,2006,WD,Normal,145000
413,20,NA,4403,Somerst,Norm,1Fam,1Story,5,2009,2009,Gable,432,578,892,1470,GasA,Y,1478,0,1478,1,0,2,1,Gd,7,1,2,484,6,2010,New,Partial,222000
414,30,56,8960,OldTown,Artery,1Fam,1Story,6,1927,1950,Gable,0,0,1008,1008,GasA,Y,1028,0,1028,0,0,1,0,TA,5,1,2,360,3,2010,WD,Normal,115000
415,60,59,11228,SawyerW,Norm,1Fam,2Story,5,1993,1993,Gable,0,50,499,1080,GasA,Y,1080,1017,2097,0,1,2,1,Gd,9,1,3,678,12,2008,WD,Normal,228000
416,20,73,8899,Gilbert,Norm,1Fam,1Story,5,2007,2007,Gable,0,24,1316,1340,GasA,Y,1340,0,1340,0,0,2,0,Gd,6,0,2,396,8,2007,New,Partial,181134
417,60,74,7844,Sawyer,Norm,1Fam,2Story,7,1978,1978,Hip,203,209,463,672,GasA,Y,672,728,1400,0,0,1,1,TA,6,1,2,440,3,2006,WD,Normal,149500
418,70,86,22420,Crawfor,Feedr,1Fam,2Story,6,1918,1950,Hip,0,1128,242,1370,GasW,N,1370,1254,2624,1,0,2,1,TA,10,1,3,864,11,2007,WD,Normal,239000
419,50,60,8160,Edwards,Norm,1Fam,1.5Fin,6,1940,1950,Gable,0,312,444,756,GasA,N,756,378,1134,1,0,1,1,TA,7,0,1,240,4,2007,WD,AdjLand,126000
420,20,65,8450,NAmes,Norm,1Fam,1Story,6,1968,1968,Gable,0,775,281,1056,GasA,Y,1056,0,1056,1,0,1,0,TA,6,1,1,304,7,2010,WD,Normal,142000
421,90,78,7060,Mitchel,Norm,Duplex,SFoyer,5,1997,1998,Gable,200,1309,35,1344,GasA,Y,1344,0,1344,2,0,2,0,TA,8,0,4,784,11,2008,WD,Alloca,206300
422,20,NA,16635,NWAmes,Norm,1Fam,1Story,7,1977,2000,Gable,126,1246,356,1602,GasA,Y,1602,0,1602,0,1,2,0,Gd,8,1,2,529,6,2009,WD,Normal,215000
423,20,100,21750,Mitchel,Artery,1Fam,1Story,5,1954,1954,Hip,0,0,988,988,GasA,Y,988,0,988,0,0,1,0,TA,4,0,2,520,2,2008,WD,Normal,113000
424,60,80,9200,NoRidge,Norm,1Fam,2Story,5,1998,1998,Gable,473,986,484,1470,GasA,Y,1470,1160,2630,1,0,2,1,Gd,8,1,3,696,6,2008,WD,Normal,315000
425,20,72,9000,NAmes,Norm,1Fam,1Story,5,1956,1956,Gable,74,616,580,1196,GasA,Y,1196,0,1196,1,0,1,0,TA,6,1,1,297,5,2008,WD,Normal,139000
426,60,60,3378,OldTown,Norm,1Fam,2Story,8,1946,1992,Gable,0,0,651,651,GasA,Y,707,682,1389,0,0,1,1,TA,6,2,1,240,9,2009,WD,Normal,135000
427,80,NA,12800,SawyerW,Norm,1Fam,SLvl,5,1989,1989,Gable,145,1518,0,1518,GasA,Y,1644,0,1644,1,1,2,0,Gd,5,1,2,569,8,2009,WD,Normal,275000
428,20,77,8593,NAmes,Norm,1Fam,1Story,6,1957,1957,Hip,0,288,619,907,GasA,Y,907,0,907,0,0,1,0,TA,5,0,1,352,7,2008,WD,Normal,109008
429,20,64,6762,CollgCr,Norm,1Fam,1Story,5,2007,2007,Gable,108,664,544,1208,GasA,Y,1208,0,1208,1,0,2,0,Gd,6,0,2,628,9,2007,New,Partial,195400
430,20,130,11457,Timber,Norm,1Fam,1Story,5,1988,1988,Gable,0,1005,387,1392,GasA,Y,1412,0,1412,1,0,2,0,Gd,6,1,2,576,3,2009,WD,Normal,175000
431,160,21,1680,BrDale,Norm,Twnhs,2Story,5,1971,1971,Gable,232,387,96,483,GasA,Y,483,504,987,0,0,1,1,TA,4,0,1,264,7,2008,COD,Abnorml,85400
432,50,60,5586,OldTown,Feedr,1Fam,1.5Fin,7,1920,1998,Gable,0,0,901,901,GasA,Y,1088,110,1198,0,0,1,0,TA,7,0,0,0,9,2008,ConLD,Abnorml,79900
433,160,24,1920,BrDale,Norm,TwnhsE,2Story,5,1971,1971,Gable,376,471,294,765,GasA,Y,765,600,1365,1,0,1,1,TA,6,0,2,440,8,2007,WD,Normal,122500
434,60,100,10839,Gilbert,Norm,1Fam,2Story,5,1997,1998,Gable,0,0,926,926,GasA,Y,926,678,1604,0,0,2,1,TA,7,1,2,470,7,2008,WD,Normal,181000
435,180,21,1890,MeadowV,Norm,Twnhs,SFoyer,7,1972,1972,Gable,0,495,135,630,GasA,Y,630,0,630,1,0,1,0,TA,3,0,0,0,6,2008,WD,Normal,81000
436,60,43,10667,CollgCr,PosN,1Fam,2Story,6,1996,1996,Gable,0,385,70,799,GasA,Y,827,834,1661,1,0,2,1,Gd,6,1,2,550,4,2009,ConLw,Normal,212000
437,50,40,4400,OldTown,Norm,1Fam,1.5Fin,8,1920,1950,Gable,0,0,648,648,GasA,Y,734,384,1118,0,0,1,0,TA,6,0,2,440,10,2006,WD,Normal,116000
438,45,50,6000,BrkSide,Norm,1Fam,1.5Unf,7,1926,2004,Gable,0,0,884,884,GasA,Y,904,0,904,0,0,1,0,TA,4,0,1,180,1,2009,WD,Normal,119000
439,30,40,4280,Crawfor,Norm,1Fam,1Story,6,1913,2002,Gable,0,365,75,440,GasA,N,694,0,694,0,0,1,0,Gd,4,1,1,352,3,2007,WD,Normal,90350
440,50,67,12354,Edwards,Norm,1Fam,1.5Fin,8,1920,2000,Gable,0,0,684,684,GasA,Y,684,512,1196,0,0,1,0,Gd,7,0,2,528,8,2009,ConLI,Normal,110000
441,20,105,15431,NridgHt,Norm,1Fam,1Story,5,2008,2008,Hip,200,1767,788,3094,GasA,Y,2402,0,2402,1,0,2,0,Ex,10,2,3,672,4,2009,WD,Normal,555000
442,90,92,12108,Edwards,Norm,Duplex,1Story,4,1955,1955,Gable,270,133,1307,1440,GasA,N,1440,0,1440,0,0,2,0,Fa,8,0,0,0,9,2008,WD,Normal,118000
443,50,52,6240,BrkSide,Norm,1Fam,1.5Fin,7,1930,1992,Gable,0,0,1078,1078,GasA,Y,1128,445,1573,0,0,2,0,TA,8,1,2,360,6,2008,WD,Normal,162900
444,120,53,3922,Blmngtn,Norm,TwnhsE,1Story,5,2006,2007,Gable,72,0,1258,1258,GasA,Y,1258,0,1258,0,0,2,0,Gd,6,1,3,648,6,2007,New,Partial,172500
445,60,70,8750,CollgCr,Norm,1Fam,2Story,5,1994,1995,Gable,0,642,273,915,GasA,Y,933,975,1908,1,0,2,1,Gd,8,1,2,493,7,2008,WD,Normal,210000
446,20,73,9855,Edwards,Norm,1Fam,1Story,5,1956,1956,Hip,0,0,1436,1436,GasA,Y,1689,0,1689,0,0,1,0,TA,7,1,2,480,11,2009,COD,Normal,127500
447,20,137,16492,NAmes,PosA,1Fam,1Story,6,1966,2002,Gable,0,247,557,1517,GasA,Y,1888,0,1888,0,0,2,1,Gd,6,1,2,578,6,2010,WD,Normal,190000
448,60,NA,11214,Gilbert,Norm,1Fam,2Story,5,1998,1999,Gable,0,0,930,930,GasA,Y,956,930,1886,0,0,2,1,Gd,10,1,2,431,7,2006,WD,Normal,199900
449,50,50,8600,IDOTRR,Norm,1Fam,1.5Fin,6,1937,1950,Gable,0,0,780,780,GasA,Y,780,596,1376,0,0,2,0,TA,7,1,1,198,6,2006,WD,Normal,119500
450,50,50,6000,OldTown,Norm,1Fam,1.5Fin,7,1948,2002,Gable,0,331,318,649,GasA,Y,679,504,1183,0,0,1,1,TA,6,0,1,308,6,2007,WD,Normal,120000
451,30,70,5684,OldTown,Norm,1Fam,1Story,8,1930,2005,Hip,0,0,813,813,GasA,Y,813,0,813,0,0,1,0,Gd,5,0,1,270,6,2006,WD,Normal,110000
452,20,62,70761,ClearCr,Norm,1Fam,1Story,5,1975,1975,Gable,0,655,878,1533,GasA,Y,1533,0,1533,1,0,2,0,Gd,5,2,2,576,12,2006,WD,Normal,280000
453,60,NA,9303,Timber,Norm,1Fam,2Story,5,1996,1997,Hip,42,742,130,872,GasA,Y,888,868,1756,1,0,2,1,TA,7,0,2,422,7,2007,WD,Normal,204000
454,60,75,9000,Somerst,Norm,1Fam,2Story,5,2008,2008,Gable,0,0,768,768,GasA,Y,786,804,1590,0,0,2,1,Gd,6,0,2,676,6,2009,WD,Normal,210000
455,90,63,9297,Mitchel,Norm,Duplex,1Story,5,1976,1976,Gable,0,1606,122,1728,GasA,Y,1728,0,1728,2,0,2,0,TA,8,0,2,560,7,2006,WD,Family,188000
456,20,80,9600,NWAmes,Norm,1Fam,1Story,6,1973,1973,Hip,320,916,326,1242,GasA,Y,1242,0,1242,0,0,1,1,TA,6,1,2,528,9,2007,WD,Normal,175500
457,70,34,4571,OldTown,Norm,1Fam,2Story,5,1916,1950,Gable,0,0,624,624,GasA,N,624,720,1344,0,0,1,0,TA,7,0,3,513,5,2008,COD,Abnorml,98000
458,20,NA,53227,ClearCr,Norm,1Fam,1Story,6,1954,1994,Flat,0,1116,248,1364,GasA,Y,1663,0,1663,1,0,1,0,Gd,6,2,2,529,3,2008,WD,Normal,256000
459,70,NA,5100,OldTown,Norm,1Fam,2Story,7,1925,1996,Hip,0,0,588,588,GasA,Y,833,833,1666,0,0,1,0,Gd,7,1,1,228,6,2008,WD,Normal,161000
460,50,NA,7015,BrkSide,Norm,1Fam,1.5Fin,4,1950,1950,Gable,161,185,524,709,GasA,Y,979,224,1203,1,0,1,0,Gd,5,1,1,352,7,2009,WD,Normal,110000
461,60,75,8004,Somerst,RRAn,1Fam,2Story,5,2009,2009,Gable,110,544,288,832,GasA,Y,832,1103,1935,1,0,2,1,TA,8,0,2,552,12,2009,New,Partial,263435
462,70,60,7200,SWISU,Feedr,1Fam,2Story,9,1936,2007,Gable,0,350,0,560,GasA,Y,575,560,1135,1,0,1,0,Gd,6,0,2,576,4,2009,WD,Normal,155000
463,20,60,8281,Sawyer,Norm,1Fam,1Story,5,1965,1965,Gable,0,553,0,864,GasA,Y,864,0,864,0,0,1,0,TA,5,1,1,360,12,2009,WD,Normal,62383
464,70,74,11988,Crawfor,Norm,1Fam,2Story,7,1934,1995,Hip,0,326,389,715,GasA,Y,849,811,1660,0,0,1,1,TA,6,1,1,240,8,2008,WD,Normal,188700
465,20,60,8430,CollgCr,Norm,1Fam,1Story,5,1978,1978,Gable,136,616,424,1040,GasA,Y,1040,0,1040,0,0,2,0,TA,5,0,0,0,8,2009,WD,Normal,124000
466,120,NA,3072,Blmngtn,Norm,TwnhsE,1Story,5,2004,2004,Hip,18,0,1375,1375,GasA,Y,1414,0,1414,0,0,2,0,Gd,6,1,2,398,5,2006,WD,Normal,178740
467,20,85,10628,NAmes,Norm,1Fam,1Story,5,1970,1970,Flat,0,778,499,1277,GasA,Y,1277,0,1277,1,0,1,0,TA,5,1,2,526,4,2007,WD,Normal,167000
468,70,79,9480,NAmes,Artery,1Fam,2Story,7,1942,1995,Gable,224,386,342,728,GasA,Y,888,756,1644,0,0,1,1,Gd,7,2,1,312,6,2007,WD,Normal,146500
469,20,98,11428,NridgHt,Norm,1Fam,1Story,5,2006,2006,Gable,248,0,1626,1626,GasA,Y,1634,0,1634,0,0,2,0,Gd,7,1,3,866,5,2007,WD,Normal,250000
470,60,76,9291,SawyerW,RRNe,1Fam,2Story,5,1993,1993,Gable,120,426,406,832,GasA,Y,832,878,1710,0,0,2,1,Gd,7,0,2,506,6,2008,WD,Normal,187000
471,120,NA,6820,StoneBr,Norm,TwnhsE,1Story,5,1985,1985,Gable,0,368,0,1488,GasA,Y,1502,0,1502,1,0,1,1,Gd,4,0,2,528,6,2010,WD,Normal,212000
472,60,92,11952,NWAmes,PosA,1Fam,2Story,6,1977,1977,Mansard,0,0,808,808,GasA,Y,1161,808,1969,0,0,2,1,TA,8,1,2,534,11,2007,WD,Normal,190000
473,180,35,3675,Edwards,Norm,TwnhsE,SLvl,5,2005,2005,Gable,80,459,88,547,GasA,Y,1072,0,1072,1,0,1,0,TA,5,0,2,525,6,2008,WD,Normal,148000
474,20,110,14977,NridgHt,Norm,1Fam,1Story,5,2006,2007,Gable,304,1350,626,1976,GasA,Y,1976,0,1976,1,0,2,0,Gd,7,1,3,908,7,2007,New,Partial,440000
475,120,41,5330,StoneBr,Norm,TwnhsE,1Story,5,2000,2000,Gable,0,1196,298,1494,GasA,Y,1652,0,1652,1,0,2,0,Ex,6,0,2,499,8,2007,WD,Normal,251000
476,20,80,8480,Sawyer,Norm,1Fam,1Story,6,1963,1963,Hip,0,630,340,970,GasA,Y,970,0,970,1,0,1,0,TA,5,0,2,624,7,2007,WD,Normal,132500
477,20,75,13125,CollgCr,Norm,1Fam,1Story,5,1997,1998,Gable,215,994,484,1478,GasA,Y,1493,0,1493,1,0,2,0,Gd,7,1,2,508,4,2008,WD,Normal,208900
478,60,105,13693,NridgHt,Norm,1Fam,2Story,5,2006,2006,Hip,772,0,2153,2153,GasA,Y,2069,574,2643,0,0,2,1,Ex,9,1,3,694,3,2007,WD,Normal,380000
479,20,79,10637,CollgCr,Norm,1Fam,1Story,5,2007,2008,Hip,336,1288,417,1705,GasA,Y,1718,0,1718,1,0,2,0,Gd,7,1,3,826,9,2009,WD,Normal,297000
480,30,50,5925,OldTown,Norm,1Fam,1Story,7,1937,2000,Hip,435,168,739,907,GasA,Y,1131,0,1131,0,0,1,0,TA,7,0,2,672,3,2007,WD,Alloca,89471
481,20,98,16033,NridgHt,Norm,1Fam,1Story,5,2004,2005,Hip,378,1261,572,1833,GasA,Y,1850,0,1850,1,0,2,0,Gd,8,1,3,772,3,2006,WD,Normal,326000
482,20,72,11846,NridgHt,Norm,1Fam,1Story,5,2003,2004,Hip,562,1567,225,1792,GasA,Y,1792,0,1792,1,0,2,0,Ex,6,1,3,874,8,2006,WD,Normal,374000
483,70,50,2500,OldTown,Norm,1Fam,2Story,8,1915,2005,Gable,0,299,611,910,GasA,Y,916,910,1826,1,0,1,1,Ex,7,1,1,164,6,2009,WD,Normal,155000
484,120,32,4500,Mitchel,Norm,Twnhs,1Story,5,1998,1998,Hip,116,897,319,1216,GasA,Y,1216,0,1216,1,0,2,0,TA,5,0,2,402,5,2006,WD,Normal,164000
485,20,NA,7758,Sawyer,Norm,1Fam,1Story,7,1962,2001,Gable,0,588,411,999,GasA,Y,999,0,999,1,0,1,0,Gd,6,0,1,264,3,2007,WD,Normal,132500
486,20,80,9600,NAmes,Norm,1Fam,1Story,7,1950,2007,Gable,0,607,506,1113,GasA,Y,1113,0,1113,0,0,1,0,Gd,5,1,1,264,7,2009,WD,Normal,147000
487,20,79,10289,NAmes,Norm,1Fam,1Story,7,1965,1965,Hip,168,836,237,1073,GasA,Y,1073,0,1073,1,0,1,1,TA,6,0,2,515,6,2007,WD,Normal,156000
488,20,70,12243,NWAmes,Norm,1Fam,1Story,6,1971,1971,Gable,0,998,486,1484,GasA,Y,1484,0,1484,0,0,2,0,TA,7,1,2,487,2,2007,WD,Normal,175000
489,190,60,10800,OldTown,Norm,2fmCon,1.5Fin,4,1900,1970,Gable,0,664,290,954,GasA,N,1766,648,2414,0,0,2,0,TA,10,1,2,520,5,2006,ConLD,Normal,160000
490,180,21,1526,MeadowV,Norm,Twnhs,SFoyer,8,1970,2002,Gable,0,515,115,630,GasA,Y,630,0,630,1,0,1,0,Gd,3,0,1,286,5,2009,WD,Normal,86000
491,160,NA,2665,MeadowV,Norm,TwnhsE,2Story,6,1976,1976,Gable,0,0,264,264,GasA,Y,616,688,1304,0,0,1,1,TA,4,1,1,336,6,2008,WD,Normal,115000
492,50,79,9490,NAmes,Artery,1Fam,1.5Fin,7,1941,1950,Gable,0,403,238,806,GasA,Y,958,620,1578,1,0,1,0,Fa,5,2,1,240,8,2006,WD,Normal,133000
493,60,105,15578,Gilbert,Norm,1Fam,2Story,5,2006,2006,Gable,0,0,728,728,GasA,Y,728,728,1456,0,0,2,1,TA,8,0,2,429,5,2006,New,Partial,172785
494,20,70,7931,NAmes,Norm,1Fam,1Story,6,1960,1960,Gable,0,374,363,1269,GasA,Y,1269,0,1269,0,0,1,1,TA,6,1,1,308,6,2008,WD,Normal,155000
495,30,50,5784,OldTown,Artery,1Fam,1Story,8,1938,1996,Gable,0,0,190,190,GasA,Y,886,0,886,0,0,1,0,TA,4,0,1,273,12,2009,WD,Normal,91300
496,30,60,7879,IDOTRR,Norm,1Fam,1Story,5,1920,1950,Gable,0,495,225,720,GasA,N,720,0,720,0,0,1,0,TA,4,0,0,0,11,2009,WD,Abnorml,34900
497,20,NA,12692,NoRidge,Norm,1Fam,1Story,5,1992,1993,Hip,0,1231,1969,3200,GasA,Y,3228,0,3228,1,0,3,0,Gd,10,1,2,546,5,2007,WD,Normal,430000
498,50,60,9120,BrkSide,Norm,1Fam,1.5Fin,6,1925,1950,Gable,0,329,697,1026,GasA,Y,1133,687,1820,1,0,2,0,TA,8,0,1,240,6,2008,WD,Normal,184000
499,20,65,7800,Sawyer,Norm,1Fam,1Story,7,1967,2004,Hip,89,450,414,864,GasA,Y,899,0,899,0,0,1,0,Gd,5,0,1,288,6,2009,WD,Normal,130000
500,20,70,7535,NAmes,Norm,1Fam,1Story,7,1958,1985,Gable,0,111,522,912,GasA,Y,912,0,912,0,1,1,0,TA,5,0,1,297,6,2007,WD,Normal,120000
501,160,21,1890,BrDale,Norm,Twnhs,2Story,5,1973,1973,Gable,285,356,316,672,GasA,Y,672,546,1218,0,0,1,1,TA,7,0,1,264,5,2007,WD,Normal,113000
502,60,75,9803,Somerst,Norm,1Fam,2Story,5,2005,2005,Gable,0,400,466,866,GasA,Y,866,902,1768,0,0,2,1,Gd,7,0,2,603,2,2008,WD,Normal,226700
503,20,70,9170,Edwards,Feedr,1Fam,1Story,7,1965,1965,Hip,0,698,420,1214,GasA,Y,1214,0,1214,1,0,1,0,TA,6,0,2,461,4,2007,WD,Normal,140000
504,20,100,15602,Crawfor,Norm,1Fam,1Story,8,1959,1997,Gable,0,1247,254,1501,GasA,Y,1801,0,1801,1,0,2,0,TA,6,2,2,484,3,2010,WD,Normal,289000
505,160,24,2308,NPkVill,Norm,TwnhsE,2Story,5,1974,1974,Gable,0,257,103,855,GasA,Y,855,467,1322,0,1,2,1,TA,6,1,2,440,6,2009,WD,Normal,147000
506,90,60,7596,OldTown,Artery,Duplex,2Story,5,1952,1952,Hip,360,0,960,960,GasA,Y,960,1000,1960,0,0,2,0,TA,10,0,2,400,7,2009,COD,Normal,124500
507,60,80,9554,SawyerW,Norm,1Fam,2Story,5,1993,1994,Gable,125,380,397,777,GasA,Y,1065,846,1911,0,0,2,1,Gd,8,1,2,471,9,2006,WD,Normal,215000
508,20,75,7862,Somerst,Norm,1Fam,1Story,5,2009,2009,Gable,0,27,1191,1218,GasA,Y,1218,0,1218,0,0,2,0,Gd,4,0,2,676,9,2009,New,Partial,208300
509,70,60,9600,OldTown,Norm,1Fam,2Story,9,1928,2005,Gambrel,0,141,548,689,GasA,Y,689,689,1378,0,0,2,0,Gd,7,1,2,360,10,2008,WD,Normal,161000
